article;author;ressort;release_date;comments;recensions;length
23094;989;4;20030828;912;1559;2556
23095;2108;4;20030828;159;1955;4288
23096;2539;8;20030828;1282;1089;2166
23097;2539;8;20030828;354;1136;1479
23098;2539;8;20030828;254;217;1884
23099;2539;8;20030828;468;1873;2047
23100;2539;8;20030828;1513;912;466
23101;2000;8;20030828;1221;224;1616
23102;2539;8;20030828;1800;282;2002
23103;2741;8;20030828;1756;923;2359
23104;2741;8;20030828;1221;260;2930
23105;1243;8;20030828;602;1449;12407
23106;15;8;20030828;976;1299;3908
23107;2741;8;20030828;285;1217;3423
23108;2741;8;20030828;1941;871;16672
23109;2741;8;20030828;624;1625;3493
23110;3192;1;20030904;45;270;3789
23111;48;3;20030904;651;1419;6346
23112;2794;1;20030904;379;1951;11872
23113;15;1;20030904;359;1910;1961
23114;15;1;20030904;1854;1756;2422
23115;957;1;20030904;225;1122;11457
23116;34;1;20030904;1866;1651;2515
23117;644;1;20030904;1997;1081;1489
23118;1722;1;20030904;238;764;1556
23119;1570;1;20030904;309;248;1586
23120;644;4;20030904;683;1322;12435
23121;3193;1;20030904;428;823;10875
23122;52;1;20030904;1445;1848;2677
23123;3194;3;20030904;824;829;4220
23124;140;1;20030904;318;499;8014
23125;387;1;20030904;1330;293;919
23126;3195;1;20030904;1758;459;900
23127;31;1;20030904;459;1645;1459
23128;890;1;20030904;1717;337;7490
23129;3196;1;20030904;326;1561;10995
23130;32;1;20030904;329;693;2288
23131;268;2;20030904;380;175;10310
23132;15;1;20030904;1634;1420;964
23133;139;1;20030904;197;1406;9432
23134;3198;11;20030904;1485;1894;8241
23135;3199;1;20030904;687;1399;10586
23136;2741;1;20030904;597;972;28778
23137;3158;1;20030904;474;1601;5603
23138;52;1;20030904;1667;1533;7127
23139;2741;1;20030904;1670;1924;14199
23140;11;2;20030904;1845;111;32957
23141;2508;2;20030904;867;1267;965
23142;329;2;20030904;1599;418;14662
23143;1372;3;20030904;1412;16;2681
23144;1512;3;20030904;332;271;15028
23145;566;3;20030904;1775;1603;1298
23146;3200;3;20030904;1961;1799;1557
23147;108;3;20030904;1970;430;7147
23148;15;3;20030904;1304;980;936
23149;3201;3;20030904;177;46;11261
23150;41;3;20030904;75;171;2773
23151;1302;1;20030904;102;553;11954
23152;22;3;20030904;478;792;8254
23153;3202;3;20030904;435;1699;10638
23154;3205;3;20030904;1027;461;8550
23155;1211;1;20030904;1552;1487;4800
23156;3207;3;20030904;616;711;7035
23157;15;3;20030904;1967;1952;966
23158;294;12;20030904;766;1934;10811
23159;15;3;20030904;723;1270;1839
23160;15;3;20030904;1289;1392;901
23161;15;3;20030904;304;1853;1740
23162;15;3;20030904;1559;345;843
23163;15;3;20030904;1002;1190;1839
23164;41;3;20030904;1667;753;5490
23165;1900;22;20030904;1416;580;19990
23166;3208;3;20030904;1696;89;15440
23167;1269;5;20030904;1183;41;13551
23168;3209;5;20030904;1596;1998;2302
23169;3210;5;20030904;69;1495;11056
23170;3185;10;20030904;622;1086;2124
23171;1166;2;20030904;736;129;8590
23172;1262;5;20030904;1953;491;6719
23173;3211;5;20030904;1024;605;10399
23174;361;5;20030904;1493;956;5124
23175;3212;4;20030904;239;1111;14689
23176;81;5;20030904;858;724;17964
23177;15;4;20030904;374;1206;919
23178;350;4;20030904;1279;1507;3311
23179;15;4;20030904;1731;1253;189
23180;3008;4;20030904;1413;1621;3834
23181;15;4;20030904;1007;1891;1272
23182;25;4;20030904;1217;704;11321
23183;612;4;20030904;421;1787;3626
23184;3213;2;20030904;886;1864;6526
23185;3165;4;20030904;1409;950;1382
23186;941;4;20030904;241;1916;2147
23187;26;4;20030904;1523;1476;6307
23188;3214;4;20030904;1402;1347;2462
23189;1388;4;20030904;515;798;2643
23190;677;4;20030904;1659;623;2460
23191;2108;3;20030904;364;560;4071
23192;2808;36;20030904;0;948;1005
23193;15;8;20030904;406;1743;1976
23194;2808;36;20030904;0;256;7921
23195;1522;36;20030904;1547;738;1871
23196;1522;36;20030904;608;333;2011
23197;15;10;20030904;132;88;5406
23198;1522;36;20030904;297;583;2438
23199;1522;36;20030904;662;157;2365
23200;2741;8;20030904;1243;1124;1931
23201;2741;8;20030904;610;242;3010
23202;2741;8;20030904;547;1087;1680
23203;2741;8;20030904;863;457;2811
23204;1243;8;20030904;1781;1429;19615
23205;2741;8;20030904;720;1679;1907
23206;2741;8;20030904;1936;427;16672
23207;1570;1;20030911;948;1667;11485
23208;15;1;20030911;946;1928;2115
23209;15;1;20030911;1755;982;2075
23210;4;1;20030911;1326;1886;7227
23211;1722;1;20030911;1353;770;4937
23212;2842;1;20030911;1919;1926;13103
23213;473;1;20030911;633;1030;1974
23214;920;1;20030911;622;621;1873
23215;763;1;20030911;1785;432;8186
23216;22;3;20030911;1233;1739;7431
23217;329;1;20030911;1657;607;8452
23218;329;1;20030911;768;1983;2227
23219;79;1;20030911;22;442;7585
23220;61;1;20030911;69;954;9127
23221;52;1;20030911;677;1897;3160
23222;2797;1;20030911;365;1990;4523
23223;268;31;20030911;1590;1766;9754
23224;3216;23;20030911;770;900;9127
23225;3217;1;20030911;370;56;5224
23226;3158;1;20030911;1612;624;4961
23227;3218;3;20030911;14;1025;9910
23228;2741;6;20030911;1951;1407;11080
23229;3219;1;20030911;648;1069;14623
23230;2998;1;20030911;458;1295;15756
23231;1114;2;20030911;500;1451;31060
23232;3220;2;20030911;1611;1526;10787
23233;1311;2;20030911;1142;1149;3036
23234;1311;2;20030911;729;1000;4867
23235;897;2;20030911;206;158;7640
23236;41;3;20030911;518;1259;2632
23237;19;3;20030911;336;1897;15079
23238;48;3;20030911;943;492;18959
23239;15;3;20030911;1806;1026;1565
23240;3205;3;20030911;87;331;9036
23241;3222;3;20030911;1749;1953;7733
23242;1408;3;20030911;1890;885;3955
23243;3223;3;20030911;127;593;10306
23244;108;3;20030911;302;752;11238
23245;986;3;20030911;1763;1578;10933
23246;15;3;20030911;93;978;2192
23247;2579;3;20030911;203;973;1414
23248;1805;3;20030911;1326;518;4865
23249;15;3;20030911;79;1496;1620
23250;15;3;20030911;1532;924;1399
23251;15;3;20030911;1716;91;1044
23252;107;3;20030911;468;457;5480
23253;1455;5;20030911;935;112;2885
23254;112;5;20030911;112;952;13721
23255;2758;5;20030911;1707;589;8650
23256;1551;5;20030911;1586;185;1506
23257;377;5;20030911;1755;537;12657
23258;965;5;20030911;1863;914;7000
23259;1728;5;20030911;1297;1929;10517
23260;786;3;20030911;1534;933;7651
23261;265;5;20030911;1068;1387;11259
23262;2927;5;20030911;1551;1096;2769
23263;361;5;20030911;1704;150;6071
23264;2927;11;20030911;1660;8;3041
23265;892;5;20030911;270;550;7293
23266;897;4;20030911;1019;151;3037
23267;1336;4;20030911;43;208;9964
23268;15;4;20030911;708;1001;192
23269;1830;4;20030911;505;927;9003
23270;1830;4;20030911;1011;1654;10354
23271;15;4;20030911;1768;1176;149
23272;15;4;20030911;996;351;1531
23273;3224;4;20030911;0;0;17279
23274;1830;4;20030911;106;43;1281
23275;628;4;20030911;114;1710;1565
23276;1384;11;20030911;1917;982;6318
23277;3165;4;20030911;560;1440;2309
23278;612;4;20030911;743;79;7469
23279;3226;14;20030911;1058;790;14146
23280;2797;4;20030911;1617;322;3502
23281;26;4;20030911;1259;1827;2680
23282;1831;4;20030911;854;744;2483
23283;380;4;20030911;370;8;2717
23284;941;4;20030911;1336;871;7254
23285;2108;4;20030911;1920;1452;3811
23286;2682;8;20030911;905;916;4791
23287;2108;8;20030911;21;1653;7434
23288;15;8;20030911;815;295;1437
23289;15;8;20030911;224;135;1955
23290;15;8;20030911;864;1329;2406
23291;322;10;20030911;164;957;6119
23292;1722;1;20030918;1641;1918;6743
23293;1570;1;20030918;318;156;4075
23294;15;1;20030918;1380;1540;1619
23295;15;1;20030918;7;1046;2672
23296;1311;1;20030918;468;498;1577
23297;41;1;20030918;52;1444;8613
23298;473;1;20030918;438;377;1497
23299;329;1;20030918;1486;1466;1516
23300;835;1;20030918;760;240;14246
23301;644;1;20030918;1668;631;7905
23302;329;1;20030918;234;495;6171
23303;3228;1;20030918;156;545;4968
23304;956;1;20030918;794;1259;10577
23305;140;1;20030918;1680;1035;11177
23306;52;1;20030918;453;1671;906
23307;52;3;20030918;1698;83;9203
23308;751;1;20030918;381;981;5214
23309;176;23;20030918;1828;464;1506
23310;957;1;20030918;187;1130;8612
23311;34;1;20030918;587;1173;9285
23312;2268;1;20030918;100;960;9709
23313;154;3;20030918;864;480;9645
23314;2741;1;20030918;1492;1513;7923
23315;2998;1;20030918;1321;1095;15299
23316;2998;1;20030918;594;833;31811
23317;2741;1;20030918;981;486;6104
23318;1301;2;20030918;338;1229;36763
23319;1301;2;20030918;1066;978;2717
23320;903;3;20030918;1080;1536;669
23321;43;1;20030918;1084;714;11230
23322;920;3;20030918;1651;1047;1810
23323;2734;3;20030918;965;1369;3261
23324;3200;3;20030918;1445;1522;3082
23325;30;1;20030918;1815;616;9423
23326;3229;3;20030918;983;17;9342
23327;2788;3;20030918;1356;564;11268
23328;263;3;20030918;1932;1914;12745
23329;263;3;20030918;945;1981;2444
23330;3231;3;20030918;663;1479;6106
23331;2620;3;20030918;472;144;4854
23332;2883;3;20030918;1048;905;3432
23333;2923;3;20030918;167;653;8163
23334;3233;3;20030918;1093;1095;8748
23335;2529;3;20030918;449;1364;7637
23336;2529;3;20030918;1853;210;1878
23337;2579;3;20030918;157;788;1028
23338;15;3;20030918;1886;1595;1245
23339;15;3;20030918;454;453;2126
23340;15;3;20030918;1969;1370;748
23341;986;3;20030918;609;518;5338
23342;361;3;20030918;272;1908;10585
23343;133;5;20030918;1758;564;2781
23344;265;5;20030918;1665;1177;8300
23345;1551;5;20030918;594;1021;1195
23346;1269;5;20030918;1640;871;11311
23347;3235;5;20030918;1054;1746;5312
23348;2705;5;20030918;1016;291;13081
23349;3116;5;20030918;1249;1830;2406
23350;3075;5;20030918;1528;1831;5822
23351;3237;1;20030918;1591;999;8298
23352;886;4;20030918;1844;1756;3048
23353;15;4;20030918;1246;873;1311
23354;1735;4;20030918;1529;1687;1163
23355;15;4;20030918;856;972;192
23356;2442;4;20030918;1473;916;1206
23357;3238;4;20030918;1846;659;682
23358;3239;4;20030918;1612;1887;8740
23359;886;11;20030918;1482;755;15567
23360;3240;1;20030918;549;1142;9460
23361;612;4;20030918;1102;485;7686
23362;991;4;20030918;530;813;4728
23363;3241;14;20030918;741;607;5700
23364;2910;4;20030918;1588;1392;6535
23365;26;6;20030918;15;531;1917
23366;989;4;20030918;704;1227;2740
23367;161;6;20030918;1894;554;7057
23368;2023;4;20030918;385;1362;2475
23369;380;4;20030918;1709;1278;2525
23370;2108;6;20030918;715;1466;3703
23371;2000;8;20030918;1699;1480;1282
23372;1916;8;20030918;1127;787;5797
23373;719;8;20030918;1892;1811;5363
23374;15;8;20030918;1574;434;1396
23375;15;8;20030918;443;1940;2207
23376;1166;8;20030918;1195;1614;5695
23377;176;1;20030925;278;1692;3960
23378;1722;23;20030925;1887;1811;7128
23379;32;1;20030925;778;736;1492
23380;644;1;20030925;1272;1152;1517
23381;15;1;20030925;1859;1550;1948
23382;15;1;20030925;239;1190;2444
23383;473;1;20030925;1667;1918;1518
23384;956;1;20030925;1571;6;8646
23385;644;1;20030925;825;1529;2482
23386;1;1;20030925;1714;133;12016
23387;322;3;20030925;1850;1057;13626
23388;329;1;20030925;1876;1990;8353
23389;30;1;20030925;999;1333;5486
23390;39;1;20030925;642;1202;3031
23391;79;1;20030925;1817;1974;8605
23392;61;1;20030925;1251;578;8429
23393;473;1;20030925;305;568;4409
23394;84;1;20030925;1165;1955;11576
23395;52;1;20030925;1617;1858;6627
23396;43;1;20030925;1958;76;2064
23397;2797;1;20030925;1812;972;9839
23398;1311;1;20030925;1830;146;1520
23399;15;1;20030925;967;1878;1820
23400;2230;1;20030925;1725;1647;6868
23401;3243;1;20030925;1114;124;9815
23402;957;1;20030925;1303;260;7349
23403;3158;1;20030925;1100;36;6545
23404;2998;1;20030925;49;1717;20112
23405;2960;1;20030925;1082;1386;6407
23406;3220;1;20030925;1665;1206;31897
23407;1830;2;20030925;599;843;3937
23408;3245;3;20030925;1651;717;18080
23409;22;3;20030925;1986;759;2235
23410;70;1;20030925;1395;1858;11939
23411;3246;3;20030925;846;1617;14125
23412;15;3;20030925;1934;1573;2173
23413;43;3;20030925;1713;731;6675
23414;41;1;20030925;1099;243;3399
23415;2477;3;20030925;147;731;10935
23416;2477;3;20030925;1751;469;7228
23417;2477;3;20030925;627;164;2208
23418;15;3;20030925;1794;1397;1227
23419;15;3;20030925;813;602;1525
23420;15;3;20030925;849;959;730
23421;15;3;20030925;8;837;1915
23422;19;3;20030925;576;172;5854
23423;2873;5;20030925;620;814;2866
23424;133;5;20030925;240;1051;10664
23425;806;5;20030925;500;1048;9193
23426;3075;5;20030925;1364;1032;7355
23427;1975;5;20030925;1098;996;5552
23428;1551;5;20030925;716;1263;1310
23429;892;5;20030925;282;1692;10430
23430;3247;5;20030925;1657;614;7148
23431;3248;5;20030925;722;1200;7110
23432;161;6;20030925;1530;1703;9749
23433;886;4;20030925;485;28;3136
23434;15;4;20030925;253;1861;879
23435;15;4;20030925;1834;1046;960
23436;15;4;20030925;651;287;1349
23437;897;4;20030925;1181;1166;9217
23438;3249;11;20030925;864;821;21306
23439;3250;4;20030925;1158;916;12387
23440;3252;4;20030925;1529;1717;1802
23441;2838;16;20030925;1267;1707;3563
23442;3165;14;20030925;610;1634;3035
23443;1336;6;20030925;899;1904;8995
23444;2077;4;20030925;48;4;3183
23445;941;6;20030925;293;1967;11274
23446;3253;4;20030925;1901;1415;11696
23447;1830;4;20030925;1748;859;5108
23448;2835;4;20030925;846;765;5425
23449;15;4;20030925;428;189;234
23450;1869;4;20030925;634;748;9024
23451;2108;4;20030925;524;1182;4026
23452;380;4;20030925;662;1135;2444
23453;694;4;20030925;785;1904;2640
23454;3254;6;20030925;534;1335;7302
23455;2084;4;20030925;812;1307;2554
23456;3256;4;20030925;1749;1354;12691
23457;745;10;20030925;925;19;8314
23458;15;8;20030925;288;181;5613
23459;15;8;20030925;1130;337;1629
23460;15;5;20030925;506;1339;2058
23461;3257;10;20030925;1999;426;5791
23462;15;8;20030925;31;1241;1950
23463;15;8;20030925;1795;663;3244
23464;15;8;20030925;899;932;2727
23465;3258;8;20030925;289;864;14269
23466;15;8;20030925;1932;452;3306
23467;15;8;20030925;995;1616;3902
23468;15;8;20030925;355;197;2581
23469;903;3;20031002;372;1184;4151
23470;3134;1;20031002;1192;626;7590
23471;1372;1;20031002;1777;252;8242
23472;15;1;20031001;1191;1177;2071
23473;140;1;20031001;798;1308;981
23474;15;1;20031001;1681;1427;2215
23475;1311;1;20031001;254;1431;2195
23476;30;1;20031001;1744;1814;1148
23477;31;1;20031002;354;500;15379
23478;1;1;20031002;1008;1903;10126
23479;649;1;20031002;1865;1064;2744
23480;2794;1;20031001;227;1651;2290
23481;3259;1;20031002;1850;521;6650
23482;4;1;20031001;1228;258;1998
23483;1311;1;20031002;104;1200;4285
23484;61;1;20031002;1794;749;9493
23485;39;1;20031002;1151;338;12631
23486;329;14;20031002;1941;790;10496
23487;3260;1;20031002;727;652;11378
23488;2806;1;20031002;1386;554;3954
23489;2230;1;20031002;793;784;10045
23490;176;1;20031002;1719;1684;7016
23491;2145;6;20031002;453;1255;9025
23492;34;1;20031002;1027;1387;10722
23493;3217;1;20031002;1894;178;6459
23494;3158;1;20031002;1725;851;5777
23495;3146;1;20031002;794;1135;24229
23496;2741;1;20031002;1127;985;10360
23497;2741;1;20031002;913;718;3554
23498;2956;2;20031002;1259;952;21378
23499;2998;1;20031002;312;724;16164
23500;3054;1;20031002;1631;604;15351
23501;62;1;20031002;1531;1627;29104
23502;62;1;20031002;608;622;1929
23503;2734;3;20031002;1705;167;1596
23504;41;3;20031002;141;235;7434
23505;263;3;20031001;387;1124;747
23506;70;3;20031002;972;185;9084
23507;43;3;20031002;1484;740;4324
23508;2795;3;20031002;301;463;6477
23509;3261;3;20031002;539;765;6858
23510;2797;3;20031002;1069;868;6639
23511;3262;3;20031002;195;1512;7985
23512;825;3;20031002;1827;722;13361
23513;1339;3;20031002;212;1437;7364
23514;3264;3;20031001;1542;249;3720
23515;1440;3;20031002;788;1807;4537
23516;294;3;20031002;1571;186;6327
23517;473;3;20031002;1186;582;5709
23518;308;3;20031002;1584;1111;10862
23519;3265;3;20031002;36;403;4243
23520;3268;3;20031002;767;1056;8001
23521;15;3;20031001;689;1191;894
23522;15;3;20031001;1558;124;1337
23523;15;3;20031001;169;1955;1265
23524;15;3;20031001;692;1849;880
23525;15;3;20031001;474;1558;960
23526;986;3;20031002;1229;587;5346
23527;1550;5;20031002;1192;1743;11023
23528;361;18;20031002;319;1218;2941
23529;2903;5;20031002;1404;251;9342
23530;361;5;20031002;1664;1693;8977
23531;1551;5;20031002;319;1988;1420
23532;589;5;20031002;1400;881;24001
23533;1455;5;20031002;44;1646;3062
23534;3244;5;20031002;1945;1367;10009
23535;249;4;20031002;1338;1000;2838
23536;3269;11;20031002;507;627;15839
23537;15;4;20031001;1148;1924;2672
23538;3098;4;20031002;719;1672;9187
23539;161;4;20031002;56;1467;15249
23540;3270;4;20031002;283;102;4113
23541;1336;4;20031002;677;1750;10037
23542;81;5;20031002;699;129;4863
23543;2;4;20031002;1241;27;6487
23544;1384;14;20031002;1313;659;6494
23545;15;4;20031001;1421;79;182
23546;694;16;20031002;1049;1515;4657
23547;380;4;20031002;1024;231;1926
23548;628;4;20031001;885;1892;2496
23549;628;6;20031002;168;1247;5985
23550;1388;4;20031001;1386;1196;2488
23551;2108;4;20031002;5;641;3727
23552;3272;4;20031008;416;592;14338
23553;3086;4;20031008;1201;1642;793
23554;3087;4;20031008;1407;452;6434
23555;2023;4;20031008;46;1115;2552
23556;3273;4;20031008;1512;1602;6528
23557;3087;4;20031008;309;980;4656
23558;3086;4;20031008;900;373;1067
23559;2741;4;20031008;1089;254;7989
23560;2741;4;20031008;1857;89;4760
23561;677;4;20031008;849;476;2532
23562;15;8;20031001;805;1946;2055
23563;15;8;20031002;1295;222;9642
23564;1062;2;20050418;93;914;6786
23565;15;8;20031001;1518;13;2307
23566;15;8;20031002;1608;1624;2583
23567;1243;8;20031002;1500;877;9186
23568;15;8;20031002;1195;748;2269
23569;1243;8;20031002;442;1074;6243
23570;15;8;20031002;1528;227;1304
23571;15;8;20031002;1598;19;2007
23572;15;8;20031002;815;564;3013
23573;15;8;20031002;1834;989;2093
23574;1384;6;20031009;262;648;3958
23575;1;1;20031009;1845;1532;6481
23576;2794;1;20031009;365;122;9474
23577;644;1;20031009;484;278;1482
23578;15;1;20031009;955;1666;1645
23579;4;1;20031009;1358;1985;1528
23580;15;1;20031009;1176;54;1587
23581;1722;1;20031009;1073;864;1472
23582;140;1;20031009;598;221;8974
23583;61;1;20031009;489;1348;3461
23584;35;1;20031009;1494;368;10910
23585;322;1;20031009;1799;1492;7583
23586;763;1;20031009;692;929;8385
23587;3274;1;20031009;826;1174;3360
23588;3275;1;20031009;348;703;5872
23589;3276;1;20031009;36;333;1947
23590;1570;1;20031009;340;1192;9631
23591;956;1;20031009;179;1785;2166
23592;79;1;20031009;291;31;7755
23593;34;1;20031009;279;359;7441
23594;890;1;20031009;1334;335;6691
23595;3142;1;20031009;307;966;22796
23596;899;1;20031009;441;1885;8964
23597;2977;1;20031009;1046;1121;3960
23598;3277;1;20031009;1667;1449;10122
23599;2977;1;20031009;1986;467;5576
23600;3278;1;20031009;1501;988;11220
23601;1890;2;20031009;789;64;40168
23602;1372;3;20031009;1492;1845;15067
23603;1722;3;20031009;366;1987;1290
23604;14;3;20031009;595;929;2388
23605;1478;3;20031009;1550;10;2670
23606;3181;3;20031009;111;1249;2879
23607;15;3;20031009;638;731;1593
23608;3279;3;20031009;1097;137;10396
23609;2477;3;20031009;1743;92;10242
23610;3280;3;20031009;1239;1334;7999
23611;2265;3;20031009;890;1724;7415
23612;3281;3;20031009;396;1168;778
23613;108;3;20031009;1871;609;13383
23614;3205;3;20031009;1357;305;2579
23615;3205;3;20031009;62;1428;7953
23616;19;3;20031009;1942;1924;11679
23617;2455;3;20031009;1672;823;4777
23618;3282;3;20031009;382;1899;8019
23619;15;3;20031009;485;156;1342
23620;15;3;20031009;497;737;780
23621;212;3;20031009;851;630;4766
23622;15;3;20031009;1278;1662;1253
23623;15;3;20031009;876;1597;794
23624;41;3;20031009;1752;1857;6009
23625;15;3;20031009;1299;337;1256
23626;3283;3;20031009;719;1900;6005
23627;127;5;20031016;1624;490;4429
23628;1061;5;20031009;1829;705;2864
23629;1366;5;20031009;1975;590;11164
23630;2873;5;20031009;1149;1657;8474
23631;927;5;20031009;1102;478;4938
23632;361;5;20031009;1594;1228;3243
23633;377;5;20031009;1684;185;4392
23634;15;5;20031009;1889;811;1948
23635;3285;5;20031009;825;57;2645
23636;1551;5;20031009;0;0;1728
23637;892;1;20031009;300;1273;5943
23638;786;5;20031009;0;0;6989
23639;3286;30;20031009;347;1950;10350
23640;15;4;20031009;1780;1741;3022
23641;2230;4;20031009;1350;206;4669
23642;2352;4;20031009;647;391;1327
23643;694;4;20031009;913;1221;1204
23644;941;4;20031009;1446;1882;1267
23645;307;2;20031009;943;172;5199
23646;3287;1;20031009;506;954;12812
23647;308;6;20031009;219;1012;10339
23648;26;25;20031009;1658;1552;4325
23649;835;3;20031009;1515;280;7058
23650;15;4;20031009;43;1035;182
23651;989;4;20031009;71;1555;4050
23652;1336;4;20031009;679;692;5884
23653;612;4;20031009;1014;511;6290
23654;2108;4;20031009;415;1196;3748
23655;161;4;20031009;795;1363;7570
23656;2023;4;20031009;258;1049;2543
23657;677;4;20031009;491;1753;2519
23658;15;4;20031009;46;1109;2488
23659;989;4;20031015;1971;1283;4859
23660;1472;4;20031015;1845;1032;3640
23661;2000;8;20031009;536;432;1917
23662;1698;8;20031009;972;810;7056
23663;15;6;20031009;746;866;3443
23664;15;8;20031009;1680;595;1670
23665;15;8;20031009;598;216;2206
23666;2682;8;20031009;866;1280;6167
23667;15;8;20031009;1353;24;2424
23668;15;8;20031009;1098;1978;3578
23669;15;8;20031009;1559;1232;2637
23670;15;8;20031009;246;428;1864
23671;1243;8;20031009;1454;1341;11851
23672;15;8;20031009;1649;1443;3468
23673;48;1;20031016;465;83;6854
23674;2794;3;20031016;1051;566;3841
23675;15;1;20031016;1288;1269;1958
23676;1722;1;20031016;1226;257;1501
23677;4;1;20031016;1270;944;1436
23678;34;1;20031016;1163;1175;9005
23679;34;1;20031016;477;1156;8720
23680;15;1;20031016;284;1420;2415
23681;957;1;20031016;1199;1752;1479
23682;1372;3;20031016;1198;1584;15368
23683;1;1;20031016;836;1211;9693
23684;61;1;20031016;340;975;6076
23685;39;1;20031016;1887;1060;4327
23686;3289;1;20031016;1860;508;6776
23687;2794;1;20031016;1372;1463;3014
23688;644;2;20031016;1298;710;5674
23689;784;1;20031016;37;327;3426
23690;751;1;20031016;240;1983;6771
23691;957;1;20031016;1579;1006;9883
23692;3291;1;20031016;956;1687;3157
23693;2653;1;20031016;1833;1101;5105
23694;154;1;20031016;1598;1091;3672
23695;2135;1;20031016;1135;983;2088
23696;2642;1;20031016;1968;1404;10873
23697;52;1;20031016;1819;654;5561
23698;154;1;20031016;266;1767;4907
23699;43;1;20031016;1036;977;2400
23700;140;3;20031016;1902;375;11001
23701;61;1;20031016;663;55;8889
23702;3275;1;20031016;884;201;7368
23703;890;1;20031016;78;452;5089
23704;154;1;20031016;817;1531;3851
23705;3292;2;20031016;518;113;24023
23706;835;2;20031016;644;61;10394
23707;3293;2;20031016;325;1999;2481
23708;3294;2;20031016;719;407;805
23709;903;3;20031016;1648;1132;918
23710;43;3;20031016;56;289;8642
23711;1722;3;20031016;936;1876;1716
23712;2797;3;20031016;865;1841;3289
23713;3205;3;20031016;876;1219;7764
23714;3295;3;20031016;1344;1958;9997
23715;14;3;20031016;475;1493;8689
23716;2747;3;20031016;0;0;9434
23717;15;3;20031016;243;18;1635
23718;3297;19;20031016;1450;1195;3747
23719;2965;3;20031016;1646;1093;6196
23720;824;3;20031016;1725;1291;3884
23721;2230;3;20031016;1235;245;5389
23722;3298;3;20031016;1636;1565;6934
23723;1366;3;20031016;1198;296;10551
23724;2529;3;20031016;875;1337;1950
23725;2529;3;20031016;1760;73;7488
23726;15;3;20031016;1683;65;829
23727;15;3;20031016;0;0;1258
23728;22;3;20031016;630;1430;6268
23729;15;3;20031016;1183;1673;1392
23730;2472;22;20031016;1667;715;3572
23731;15;3;20031016;1101;226;1296
23732;15;3;20031016;1144;837;945
23733;265;5;20031016;356;903;15141
23734;265;5;20031016;1904;359;6016
23735;684;28;20031016;1416;1730;3914
23736;1366;5;20031016;1833;1125;25594
23737;1622;5;20031016;866;423;2435
23738;15;5;20031016;371;917;2680
23739;112;2;20031016;1363;1358;7910
23740;1551;5;20031016;1341;466;1636
23741;52;5;20031016;1171;1265;7573
23742;361;5;20031016;1665;1550;3246
23743;3299;2;20031016;1839;654;9388
23744;1384;4;20031016;1131;1026;2973
23745;1830;6;20031016;1188;1544;2570
23746;15;4;20031016;48;588;110
23747;3301;6;20031016;823;460;7942
23748;2;2;20031016;1158;1767;11104
23749;3302;4;20031016;1471;1358;3851
23750;3303;1;20031016;1478;1675;6997
23751;1065;4;20031016;343;1408;1857
23752;81;6;20031016;1886;1557;8728
23753;3304;4;20031016;959;559;4115
23754;161;4;20031016;590;1693;5640
23755;15;4;20031016;1391;522;2635
23756;2822;4;20031016;408;216;7681
23757;989;4;20031016;1659;1223;4709
23758;2108;6;20031016;1741;1581;3845
23759;3088;4;20031022;867;1744;4634
23760;3087;4;20031022;248;1235;3275
23761;3172;4;20031022;1205;327;2727
23762;3087;4;20031022;1237;1610;8557
23763;3305;4;20031022;833;1010;6236
23764;15;8;20031016;1414;937;2560
23765;15;8;20031016;1925;1091;994
23766;507;8;20031016;98;1332;13966
23767;1166;8;20031016;1265;1366;5566
23768;15;8;20031016;1780;911;1375
23769;15;8;20031016;597;167;1356
23770;15;8;20031016;830;1154;1199
23771;1243;8;20031016;1288;789;10392
23772;15;8;20031016;920;777;944
23773;15;8;20031016;1905;482;1526
23774;1372;1;20031023;913;1352;4021
23775;248;4;20031023;538;1431;6852
23776;176;1;20031023;1097;1762;1489
23777;15;1;20031023;613;641;1789
23778;473;1;20031023;1214;62;1639
23779;15;1;20031023;1175;1202;2448
23780;644;1;20031023;1384;1706;1497
23781;644;1;20031023;1922;83;7998
23782;956;11;20031023;499;88;12990
23783;1;1;20031023;1278;1484;3211
23784;140;1;20031023;1798;1876;13387
23785;763;1;20031023;1497;154;5322
23786;61;1;20031023;1811;498;4594
23787;3307;1;20031023;757;1212;6233
23788;329;1;20031023;1888;216;4957
23789;751;1;20031023;1823;42;9328
23790;125;1;20031023;1210;1821;3342
23791;1722;1;20031023;1866;63;4317
23792;30;1;20031023;1943;1626;11252
23793;61;1;20031023;517;739;5019
23794;2741;1;20031023;1044;478;7184
23795;473;1;20031023;169;1938;8951
23796;3308;1;20031023;397;203;5288
23797;3309;8;20031023;713;618;9176
23798;61;1;20031023;867;1995;5019
23799;12;2;20031023;740;416;31913
23800;2847;2;20031023;1062;816;2923
23801;14;3;20031023;1001;920;1408
23802;1357;3;20031023;772;123;1060
23803;966;3;20031023;571;211;16787
23804;3310;3;20031023;1223;491;6896
23805;2747;3;20031023;1073;1288;13069
23806;70;37;20031023;1450;1129;17465
23807;1357;3;20031023;1749;1319;5513
23808;3311;3;20031023;1372;1037;9931
23809;890;3;20031023;1167;942;10514
23810;3041;3;20031023;492;72;11766
23811;15;3;20031023;1688;1619;1277
23812;15;3;20031023;117;1600;1714
23813;15;3;20031023;813;1694;1154
